SpeciesBROAD,GroupName,PTD00023,PTD00001,PTD00002,PTD00003,PTD00004,PTD00005,PTD00006,PTD00007,PTD00008,PTD00009,PTD00010,PTD00011,PTD00012,PTD00013,PTD00014,PTD00015,PTD00016,PTD00017,PTD00018,PTD00019,PTD00020,PTD00021,PTD00022,PTD00024,PTD00025,PTD00026,PTD00027,PTD00028,PTD00029,PTD00030,PTD00031,PTD00032,PTD00033,PTD00034,PTD00035,PTD00036,PTD00037,PTD00038,PTD00039,PTD00040,PTD00041,PTD00042,PTD00043,PTD00044,PTD00045,PTD00046,PTD00047,PTD00048,PTD00049,PTD00050,PTD00051,PTD00052,PTD00053,PTD00054,PTD00055,PTD00056,PTD00057,PTD00058,PTD00059,PTD00060,PTD00061,PTD00062,PTD00063,PTD00064,PTD00065,PTD00066,PTD00067,PTD00068,PTD00069,PTD00070,PTD00071,PTD00072,PTD00073,PTD00074,PTD00075,PTD00076,PTD00077,PTD00078,PTD00079,PTD00080,PTD00081,PTD00082,PTD00083,PTD00084,PTD00085,PTD00086,PTD00087,PTD00088,PTD00089,PTD00090,PTD00091,PTD00092,PTD00093,PTD00094,PTD00095,PTD00096,PTD00097,PTD00098,PTD00099,PTD00100,PTD00101,PTD00102,PTD00103,PTD00104,PTD00105,PTD00106,PTD00107,PTD00108,PTD00109,PTD00110,PTD00111,PTD00112,PTD00113,PTD00114,PTD00115,PTD00116,PTD00117,PTD00118,PTD00119,PTD00120,PTD00121,PTD00122,PTD00123,PTD00124,PTD00125,PTD00126,PTD00127,PTD00128,PTD00129,PTD00130,PTD00131,PTD00132,PTD00133,PTD00134,PTD00135,PTD00136,PTD00137,PTD00138,PTD00139,PTD00140,PTD00141,PTD00142,PTD00143,PTD00144,PTD00145,PTD00146,PTD00147,PTD00148,PTD00149,PTD00150,PTD00151,PTD00152,PTD00153,PTD00154,PTD00155,PTD00156,PTD00157,PTD00158,PTD00159,PTD00160,PTD00161,PTD00162,PTD00163,PTD00164,PTD00165,PTD00166,PTD00167,PTD00168,PTD00169,PTD00170,PTD00171,PTD00172,PTD00173,PTD00174,PTD00175,PTD00176,PTD00177,PTD00178,PTD00179,PTD00180,PTD00181,PTD00182,PTD00183,PTD00184,PTD00185,PTD00186,PTD00187,PTD00188,PTD00189,PTD00190,PTD00191,PTD00192,PTD00193,PTD00194,PTD00195,PTD00196,PTD00197,PTD00198,PTD00199,PTD00200,PTD00201,PTD00202,PTD00203,PTD00204,PTD00205,PTD00206,PTD00207,PTD00208,PTD00209,PTD00210,PTD00211,PTD00212,PTD00213,PTD00214,PTD00215,PTD00216,PTD00217,PTD00218,PTD00219,PTD00220,PTD00221,PTD00222,PTD00223,PTD00224,PTD00225,PTD00226,PTD00227,PTD00228,PTD00229,PTD00230,PTD00231,PTD00232,PTD00233,PTD00234,PTD00235,PTD00236,PTD00237,PTD00238,PTD00239,PTD00240,PTD00241,PTD00242,PTD00243,PTD00244,PTD00245,PTD00246,PTD00247,PTD00248,PTD00249,PTD00250,PTD00251,PTD00252,PTD00253,PTD00254,PTD00255,PTD00256,PTD00257,PTD00258,PTD00259,PTD00260,PTD00261,PTD00262,PTD00263
Cercopithecus_mitis,OWM_Cercopithecidae_Cercopithecus_mitis,1,8.717518373,4.267316996,Trichromatic,Unimale,4.22,Absent,Overlap,High,Polygynous,140,692,0.83,No,4.89,5.85,3.93,D,Frugivore,AR,1,1,Forest,71.33,65.24,7590.6,4628,1.64,18.6,1,8.8,8.8,565.75,132,688.08,325.2,-1.9,1090.8,22.1,1116.2,1528.5,0.1,1,2.8025,51.6,20.4,17.5,1.97,39.7,19.4,27.6,9.5,Harem Polygyny,Polygynandry,Sexbiased,Yes,4628,65.9,398.5,1,1429,176,316,5.42,37.8,0.123,Polygynous,Yes,3.7,1,23.9,7930,4250,1.866,19.47,10.5,1.854,7930,,,7930,0,0,0,0,0,0,0,0,1,0,1,1,2,3391.5,407.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,36.2,1116,0,,,,,,,,,,,,,,2.5,19.4,,4,70744.58,1998.9,6758,1354,4176,56277,117,,1265,246,2733,2733,617,1366,49933,,,,,,,,,4232,150,,,4.28,6.14,4.14,268,782,178,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cercopithecus_mona,OWM_Cercopithecidae_Cercopithecus_mona,1,8.221210094,4.124550404,Trichromatic,Unimale/Multimale,0.9,Absent,Overlap,Low,Polygynous,,,,,4.05,5.1,3,D,Frugivore,AR,2,,Forest,61.84,57.75,4705,2733,1.722,4.8,1,1.9,1.9,,,,360,,,,,,,,,,,,1.9,,,,,Harem Polygyny,Polygyny,Sexbiased,Yes,,,,,,,,,30,,Polygynous,Yes,,,9.8,4768,3700,1.289,17.76,9.32,1.906,4770,,,4769,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,69,1142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cercopithecus_nictitans,OWM_Cercopithecidae_Cercopithecus_nictitans,1,8.606119401,4.264509189,Trichromatic,Unimale,0.13,Absent,Overlap,Low,Polygynous,170,,,No,5.46,6.67,4.25,D,Frugivore,AR,2,1,Forest/Wetlands,71.13,67.52,6670,4260,1.566,13,1,5,5,719,172,,276,1.69,1482.7,24.7,1267.2,1553.9,1.15,1.5,1.2396,75.6,14.3,4,1.613,,,,,Harem Polygyny,Polygyny,Sexbiased,Yes,,,,,719,172,,,31,,Polygynous,Yes,,,12,6670,4260,1.566,18.1,11.22,1.613,6670,,,6670,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,17.6,,4,64740,,,,,,,,,,,,,,47800,35990,,,,,,,,4140,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cercopithecus_petaurista,OWM_Cercopithecidae_Cercopithecus_petaurista,1.02,8.191186005,4.008786674,Trichromatic,Unimale,0.76,Absent,Overlap,Low,Polygynous,,,,,3.65,4.4,2.9,D,Folivore_frugivore,AR,2,,Forest/Shrubland,55.08,52.07,4300,2918.2,1.474,11.3,1.16,5.67,4.89,,,,228,8.93,1677.7,25.9,1205.3,1560,,,,33.6,39.7,12.3,1.777,34.3,25.6,23.8,5.4,,Polygyny,Sexbiased,Yes,,,,,,,,,29,,Polygynous,Yes,,,10.7,4400,2900,1.517,16.16,9.09,1.778,4400,,,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cercopithecus_wolfi,OWM_Cercopithecidae_Cercopithecus_wolfi,,,,,Unimale/Multimale,,Absent,Overlap,,Polygynous,,,,,3.34,3.8,2.88,D,Folivore_frugivore,AR,1,1,Forest/Savanna/Wetlands,61.45,57.2,3910,2870,1.362,,,,,,,,,,,,,,,,,,,,1.883,,,,,,Polygyny,Sexbiased,Yes,,,,,,,,,24,,Polygynous,Yes,,,12,3910,2870,1.362,18.06,9.59,1.883,3910,5.35,5380,4400,0,0,0,0,0,0,0,0,1,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,66.5,1431,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colobus_guereza,OWM_Cercopithecidae_Colobus_guereza,1,9.058237594,4.309321524,Trichromatic,Multimale,1.43,Absent,Overlap,High,Polygynous,170,330,0.66,No,8.89,9.89,7.9,D,Folivore_frugivore,AR,1,,Forest,74.39,69.77,9673,7505.6,1.289,12,1.5,2.9,1.93,486.66,175,387.79,294,5.15,1089.2,23.2,1126.5,1560.5,0.3,0.48,0.735,19,73,0,1.459,57.5,21.25,10.25,8.25,Harem Polygyny,Polygynandry,Sexbiased,,7506,72.6,572.5,1,669,158,334,4.75,35.3,0.145,Polygynous,Yes,3,1,9,13500,9200,1.467,20.31,13.49,1.506,13500,3.447,10050,12350,0,0,0,0,0,0,0,0,0,0,0,0,0,2978,357.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,19,1126,0,9750,9561.58,86.51,36.97,128.45,23.25,171.33,302.35,188.91,113.44,7.25,669.6,188.42,2.6,19.7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythrocebus_patas,OWM_Cercopithecidae_Erythrocebus_patas,1.01,9.15377002,4.582208574,Trichromatic,Multimale,1.45,Absent,Overlap,High,Polygynous,167,213,0.56,No,9.45,12.4,6.5,D,Omnivore,T,2,1,Forest/Savanna/Shrubland/Grassland,97.73,88.86,12400,6500,1.908,28.2,1.5,10.4,6.93,365,167,211.79,286.8,7.97,733.9,26.4,760.4,1596.5,28.24,3.2,0.5337,10,2,36,2.132,,,,,Harem Polygyny,Polygyny,Sexbiased,Yes,6500,88.9,504.5,1,438,167,228,3.04,28.3,0.231,Polygynous,Yes,1.7,3,30,12400,6500,1.908,26.5,12.43,2.132,12400,7.2,13000,12600,0,0,0,0,0,0,0,0,2,0,2,2,4,1068,186.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,22.5,,6,100333.75,2615.67,8458.67,1621,5423,84770,51.8,,1339,330,3624,3624,693,1591,77141,,,,,,,,,,,,,4.66,9.18,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorilla_gorilla,APE_Hominidae_Gorilla_gorilla,1.05,11.70313252,6.195241776,Trichromatic,Unimale,0.14,Absent,Overlap,High,Polygynous,260,1278,0.83,No,122.5,169.3,75.7,D,Folivore_frugivore,BOTH,5,1,Forest,490.41,455.89,170400,71500,2.383,7.1,1.8,4.4,2.44,1430.8,256,920.35,648,0.88,1528.8,24.2,1291.1,1502.7,4.03,0.86,0.3797,11,93,0,1.739,52.6,9.55,35.5,5.8,Harem Polygyny,Polygyny,Bisexual,No,71500,433.5,2123.5,1.01,1826,257,1278,10.2,55,0.054,Polygynous,Yes,,1.8,11.1,170400,71500,2.383,30.26,17.4,1.739,170400,29.6,169000,169933,1,0,0,0,0,1,0,0,0,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,,2,424538.4,8393.91,59983.32,4352,19370,369878,316,,4871,1193,8827.46,14567,2729,4071.32,275016.8,163423.46,106,10711.75,2215,2782,2604,178,671,9100,309,,1280.17,18.98,26.52,20.4,799.75,1921.75,1101,2752.6,3.81270936,1.143705593,0.5295729478,451.1981316,,0.6666666667,63.625,0.4330671296,13.03556548,72.4594522,14.60701197,9.434006283,104.75,297.5478951,280.8096491,1.017890212,2.610526316,206.8719298,,3.397465986,78.54849537,38.20532091,12.15741201,414.1010714,,30.53933747,2432.199896,,27.30902692,84.6902381,31.82160455,4.626293996,389.8465839,1,82.5,62.923706,5721.737681,4.148781415,228.4982143,4.232931548,4.504400621,29.34077381,29.04627976,137.4856978,7.17390377,146.39726,,8.870509259,,22.2202003,,,,,,,,,,333.3333333,7.733333333,,,
Lepilemur_dorsalis,STR_Lepilemuridae_Lepilemur_dorsalis,1.01,6.768493212,1.902107526,Dichromatic,Solitary,,Absent,Discrete,,Polygynous,,,,,0.795,,,N,Folivore,AR,4,1,Forest,6.7,6.7,817,923,0.885,1,1,1,1,,,,,-13.79,1332.8,20.2,1240.4,1623.7,,,,,,,,,,,,,Solitary,Bisexual,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepilemur_leucopus,STR_Lepilemuridae_Lepilemur_leucopus,1.01,6.406879986,1.927164106,Dichromatic,Pair,,Absent,Discrete,Low,Polygynous,130,121.66,0.48,Yes,0.585,0.617,0.594,N,Folivore,AR,4,1,Forest,6.87,6.8,617,594,1.039,1,1,1,,,135.92,121.66,103,-24.5,568.2,23.1,803.2,1741.5,0.002,,,,,,1.123,,,,,,Solitary,Bisexual,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepilemur_microdon,STR_Lepilemuridae_Lepilemur_microdon,,6.877296071,2.277267285,Dichromatic,Solitary,,Absent,Discrete,,Polygynous,,,,,1.035,0.97,,N,Folivore_frugivore,AR,4,1,Forest,,,,,,,,,,,,,,-21.5,1830,19.7,1311.1,1556.5,,,,,,,,,,,,,Solitary,Bisexual,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepilemur_mustelinus,STR_Lepilemuridae_Lepilemur_mustelinus,1,6.65544035,2.257587727,Dichromatic,Solitary,,Absent,Discrete,Low,Polygynous,135,75,0.36,,0.98,,,N,Folivore,AR,2,1,Forest,,,,,,1,1,1,,,135,76.21,144,-15.86,1736.1,19.9,1388.5,1668.7,0.003,,,,,,1.332,,,,,Spatial Polygyny,Solitary,Bisexual,No,804,8.3,27,1,365,135,75,1.63,12,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,45.5,1388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepilemur_septentrionalis,STR_Lepilemuridae_Lepilemur_septentrionalis,,,,Dichromatic,Solitary,,Absent,Discrete,,Polygynous,134,120.97,0.47,,0.6275,,,N,Folivore,AR,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solitary,Bisexual,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasalis_larvatus,OWM_Cercopithecidae_Nasalis_larvatus,1.02,9.586102001,4.525044142,Trichromatic,Pair/Unimale,1.39,Absent,Overlap,High,Polygynous,166,210,0.56,No,15.75,21.02,10.48,D,Folivore_frugivore,AR,4,1,Forest,92.3,83.84,19391.8,9729.6,1.993,12,1,3.7,3.7,547.5,166,211.75,252,1.42,2570.8,25,1684,1721,3.73,0.65,0.2983,36,56,0,2.203,,,,,Harem Polygyny,Polygynandry,Bisexual,No,9730,84.8,600,1,549,166,281,4.5,25.1,0.166,Polygynous,No,3.4,,30,20400,9820,2.077,22.96,10.42,2.203,20400,13.8,2155,14318,1,0,0,0,0,0,0,0,0,1,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,54.5,1684,0,,,,,,,,,,,,,,,,,,92796.86,2945.18,12113,1556,5310,70873,30.3,,1268,333,3735,3735,855,1966,62685,,29.6,3036,671,587,550,37.2,304,,,,,5.64,8.82,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nycticebus_coucang,STR_Lorisidae_Nycticebus_coucang,1.12,6.481577129,2.315501318,Dichromatic,Solitary,0.1,Absent,Overlap,Low,Polygynous,170,135,0.44,No,0.65,0.679,0.626,N,Omnivore,AR,4,1,Forest,10.13,9.54,679,626,1.085,1,1,1,,365,188,181.21,318,0.27,2372.9,24.9,1664.9,1740.3,,,,60,0,,1.037,21,70.6,5.4,3,Spatial Polygyny,Solitary,Bisexual,No,653,10,51.3,1.07,365,193,180,1.54,25.8,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.6,32.4,0.826086957,1,1,1,1,1,193,NonSeasonal,0,0,1.334246575,1.276712329,8.164383562,14.85753425,1159.882188,807.6666667,1506.066667,1144.393927,807.6666667,1506.066667,1177.306482,846.8583333,1489.833333,51.175,40,65,50.64285714,40,62.5,1128.455998,858.5714286,1500.5,1151.70034,858.5714286,1500.5,1105.211656,895.4285714,1355.333333,24.03835616,22.17534247,24.03835616,11.26020546,12.00433405,11.00993229,0.139534884,0.105263158,0.130434783,1,32.3,57.5,1665,0,,,,,,,,,,,,,,1.5,15.7,,2,11733.25,528.14,1310,345,1077,8495,159,4.28,510,92,760,760,212,566,5951.33,4400,,,,,,,,638,34.87,,,2.08,1.9,1.52,,,,,,,,,,,,,,1.180960317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nycticebus_pygmaeus,STR_Lorisidae_Nycticebus_pygmaeus,1.75,5.726847748,1.978239036,Dichromatic,Solitary,1.45,Absent,Overlap,Low,Polygynous,185,,,,0.42,0.462,0.376,N,Gummivore,AR,4,1,Forest,,,462,376,1.229,1,1,1,,448,188,133,205.2,16.94,1499,21.1,1172.5,1359.8,,,,,,,1.112,,,,,Spatial Polygyny,Solitary,Bisexual,No,307,7.2,,,448,185,133,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.307692308,1.736842105,2,0.631578947,1,3,185,NonSeasonal,0,0,1.873972603,3.739726027,11.35342466,11.55616438,499.5283788,357.2022436,631.9753086,518.9491857,405.5581761,630.6363636,481.7259724,357.2022436,631.9753086,24.28333333,10.98333333,32.25,24.29285714,16.5,30.5,506.5263566,350.521875,683.5185185,501.8921492,350.6851852,619.2727273,513.2670219,350.521875,683.5185185,19.89315068,15.51232877,19.89315068,11.1213415,10.28039855,12.46619392,0.393939394,0.294117647,0.384615385,1,41.5,55.3,1172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.216666667,1.245,0.61039,43.66666667,619.1666667,0.4166666667,72.58333333,0.2333333333,22,0.4468174632,56.16666667,10.33333333,108,246,49,0.5333333333,0.08333333333,7.5,17,3.516666667,154.1666667,39.31666667,13.56666667,,2.5,62.16666667,7308,2.2,25.71666667,74.53333333,34.61666667,2.916666667,421.5,0,0,34.41666667,4629.25,4.6,284,4.7,5.28,97,66.83333333,147.1666667,7.733333333,76,,11.65833333,,,,,,,,,,,,,,,,
Papio_hamadryas,OWM_Cercopithecidae_Papio_hamadryas,1.01,9.557469903,4.984770328,Trichromatic,Unimale,,Absent,Overlap,High,Polygynous,170,561,0.77,No,13.4,16.9,9.9,D,Omnivore,T,1,3,Shrubland/Grassland/Rocky.areas,146.17,133,18000,10300,1.748,66.1,1,8.2,8.2,608.33,171,363.96,450,12.72,459.4,21.6,572.4,1620.7,17.37,11,2.339,88,7,,2.743,29.7,24.8,26,16.2,Harem Polygyny,Polygynandry,Bisexual,Yes,10300,138.3,727.5,1,730,170,365,6.1,37.5,0.123,Polygynous,No,1.9,1,85.6,21000,11400,1.842,30.64,11.17,2.743,21000,27.1,20170,20723,0,0,2,0,0,2,0,0,1,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23250,22243.17,173.92,103.16,253.56,80.31,392.02,458.67,86.42,372.25,26.78,1314.48,1006.83,2.7,21,,4,159110,,,,,,,,,,,,,,118780,79100,,,,,,,,7700,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perodicticus_potto,STR_Lorisidae_Perodicticus_potto,1.09,6.727431725,2.519308077,Dichromatic,Solitary,5.88,Absent,Overlap,Low,Polygynous,170,150,0.47,No,0.83,0.83,0.836,N,Frugivore,AR,2,2,Forest,12.42,11.87,802.1,867.9,0.924,2,1,1,,354.05,170,149.15,312,1.77,1390,24.4,1255.9,1545.5,0.11,,,81,0,,1.01,,,,,Spatial Polygyny,Solitary,Bisexual,,835,12.5,39.1,1.03,354,197,212,0.91,26.3,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.6,41.3,4,1,1,1,1,1,170,NonSeasonal,0,0,2.156164384,3.153424658,17.63287671,13.63013699,917.8177565,761.9042735,1139.5,943.9883247,768.7361111,1139.5,875.9448474,761.9042735,1118,32.45,21.2,43.6,32.45,21.2,43.6,854.0880952,733.4583333,1039,867.5057143,733.4583333,1039,787,787,787,32.35342466,30.00273973,32.35342466,15.0854165,14.49347939,13.04732686,0.6875,0.5,0.5,1,35.5,56.3,1256,0,,,,,,,,,,,,,,1.7,12.4,,2,12679,679.74,1699,391,1024,9418,310,2.74,661,114,712,712,328,607,5972,3910,10.4,587,160,116,107,8.19,19.5,440,22.87,,,2.22,2.58,2.56,32,20,8,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinopithecus_avunculus,OWM_Cercopithecidae_Rhinopithecus_avunculus,1,,,Trichromatic,Unimale/Multimale,,Absent,Overlap,Low,Polygynous,,,,,11.25,14,8.5,D,Folivore_frugivore,AR,5,1,Forest,,,,,,,,,,,200,,,22.06,1313.2,19.1,1119.8,1214.1,0.1,,,62,38,,,,,,,,Polygyny,Bisexual,,,,,,,,,,,,Polygynous,Yes,,,80,,,1.65,17.5,8.8,1.989,14025,,,14025,0,0,1,0,0,1,0,0,0,1,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinopithecus_bieti,OWM_Cercopithecidae_Rhinopithecus_bieti,,9.116029693,4.742407204,Trichromatic,Unimale,3.7,Absent,Overlap,High,Polygynous,204,,,,12.48,15,9.96,D,Folivore,BOTH,4,1,Forest,,,,,,,,,,,170,,,28.69,1820.9,2.6,792.1,1018.5,0.25,1.31,0.2322,,86,,,,,,13.1,,Polygyny,Bisexual,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinopithecus_brelichi,OWM_Cercopithecidae_Rhinopithecus_brelichi,,,,Trichromatic,Unimale/Multimale,,Absent,Overlap,Low,Polygynous,,,,,11.25,14.5,8,D,Folivore,BOTH,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygyny,Bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinopithecus_roxellana,OWM_Cercopithecidae_Rhinopithecus_roxellana,1,9.598998362,4.768648655,Trichromatic,Unimale,1.35,Absent,Overlap,High,Polygynous,195,,,,14.75,17.9,11.6,D,Folivore,BOTH,4,1,Forest,117.76,112.7,17900,11600,1.543,,,,,,199.34,,354,32.32,734,9,749.4,870.6,24.28,,,,,,2.508,,,,,,Polygynandry,Bisexual,No,,,,,,199,,,29.5,,Polygynous OR Multimale,Yes OR No,,,215,17900,11600,1.543,20.06,8,2.508,17900,,,17900,0,1,0,0,0,1,0,0,0,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,60.3,749,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sciurocheirus_alleni,STR_Galagidae_Sciurocheirus_alleni,,,,Monochromatic,Solitary,,Absent,Overlap,Low,Polygynous,135,,,Yes,0.27,0.2777,0.269,N,Frugivore,AR,4,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatial Polygyny,Solitary,Sexbiased,No,,,,,365,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semnopithecus_johnii,OWM_Cercopithecidae_Semnopithecus_johnii,1.02,9.358760377,4.437934267,Trichromatic,Multimale,1.05,Absent,Overlap,,Polygynous,,330,,,11.6,12,11.2,D,Folivore_frugivore,AR,3,1,Forest,84.6,,12000,11200,1.071,,1.3,3.1,2.38,,,,408,10.75,1280.4,25.7,1126.2,1577.6,0.08,,,25,52,,,,,,,Harem Polygyny,Polygynandry,Bisexual,No,11600,84.6,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
